change_id,project,author_name,target,safe_entropy_interaction,is_bot,is_deployment_project,is_pure_config,is_fix,is_feature,is_maintenance,is_deployment,is_ci_change,is_refactor,config_line_ratio,code_line_ratio,churn_density,change_entropy,file_count,churn_log_size,deletion_ratio,msg_readability_ease,msg_gunning_fog,references_bug_tracker,has_subject_tag,modifies_db_migration,modifies_dependencies,modifies_config,modifies_public_api,has_security_impact,is_test_change,is_revert,is_documentation_only,directory_depth,file_extension_entropy,has_gerrit_topic,author_success_rate,author_submission_count,author_trust_score,project_acceptance_rate,historical_file_prob
openstack%2Fopenstack-ansible-os_nova~528837,openstack/openstack-ansible-os_nova,Jimmy McCrory,1,0.0,0,1,1,0,0,0,1,0,0,1.0,0.0,2.0,0.0,1,1.0986122886681098,0.5,22.76333333333335,25.614814814814817,0,0,0,0,0,0,0,0,0,0,2.0,1,1,0.0,0,0.0,0.0,0.0
openstack%2Fopenstack-ansible~557484,openstack/openstack-ansible,Logan V,1,0.0,0,1,1,0,0,0,0,1,0,1.0,0.0,1.0,0.0,1,0.6931471805599453,0.0,43.84400000000002,16.933333333333334,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0.0,0,0.0,0.0,0.0
openstack%2Fcharm-rabbitmq-server~566173,openstack/charm-rabbitmq-server,Vern Hart,1,0.0,0,0,0,0,0,0,0,1,0,0.041666666666666664,0.9583333333333334,12.0,1.4418352893106845,4,3.8918202981106265,0.14583333333333334,78.28416666666669,7.388652482269504,1,0,0,0,1,0,0,0,0,0,1.75,2,1,0.0,0,0.0,0.0,0.0
openstack%2Fironic-python-agent~566544,openstack/ironic-python-agent,waleed mousa,0,0.0,0,0,0,0,0,1,0,0,0,0.003242241778601204,0.9967577582213988,359.8333333333333,1.2664730460508327,6,7.67786350067821,0.0,2.9188396624473114,28.4084388185654,0,0,0,0,1,0,0,0,0,0,4.5,2,0,0.0,0,0.0,0.0,0.0
openstack%2Foctavia~570505,openstack/octavia,sapd,1,0.0,0,0,0,0,1,0,0,0,0,0.08139534883720931,0.9098837209302325,28.666666666666668,3.593897105703031,24,6.535241271013659,0.00872093023255814,29.412655737704938,12.748852459016394,0,0,0,1,1,0,0,0,0,0,3.5833333333333335,6,1,0.0,0,0.0,0.0,0.0
openstack%2Foctavia~589180,openstack/octavia,ZhaoBo,0,0.0,0,0,0,0,1,0,0,0,0,0.061746987951807226,0.8644578313253012,33.2,3.796187631064904,20,6.499787040655854,0.2921686746987952,60.39675471698115,9.52301886792453,0,0,0,0,1,1,0,0,0,0,5.4,4,1,0.0,0,0.0,1.0,0.0
openstack%2Foctavia~590620,openstack/octavia,Yang JianFeng,0,0.0,0,0,0,0,1,0,0,0,0,0.03468586387434555,0.9574607329842932,46.303030303030305,3.2903133641796063,33,7.332369205929062,0.030759162303664923,32.07721153846154,15.182051282051283,0,0,1,0,1,1,0,0,0,0,4.96969696969697,5,1,0.0,0,0.0,0.5,1.0
openstack%2Fpython-octaviaclient~591568,openstack/python-octaviaclient,Yang JianFeng,0,0.0,0,0,0,0,1,0,0,0,0,0.046875,0.953125,10.666666666666666,1.8226830823086637,6,4.174387269895637,0.109375,30.022500000000008,16.333333333333336,0,0,0,0,1,1,0,0,0,0,4.5,2,1,0.0,1,0.0006540222367560497,0.0,0.0
openstack%2Fkolla-ansible~599735,openstack/kolla-ansible,Mark Goddard,0,0.0,0,1,0,0,0,0,0,0,0,0.9256198347107438,0.06611570247933884,4.172413793103448,5.431695834410723,58,5.493061443340548,0.01652892561983471,20.53000000000003,17.555555555555554,0,0,0,0,1,0,0,0,0,0,4.810344827586207,5,1,0.0,0,0.0,0.0,1.0
openstack%2Foctavia~624835,openstack/octavia,German Eichberger,0,0.0,0,0,0,0,0,0,0,1,0,0.5169014084507042,0.43661971830985913,25.357142857142858,3.2195030865116974,28,6.566672429803241,0.059154929577464786,39.06321428571431,13.723809523809525,0,0,0,0,1,1,0,0,0,0,4.678571428571429,6,1,0.0,0,0.0,0.3333333333333333,1.0
openstack%2Foctavia~647406,openstack/octavia,Ann Taraday,0,0.0,0,0,0,0,0,0,0,1,0,0.09144072301967039,0.9027113237639554,58.78125,3.5218859186314195,32,7.540090320145325,0.31951089845826686,43.277222222222235,11.644444444444446,0,0,1,1,1,1,0,0,0,0,3.90625,7,1,0.0,0,0.0,0.25,1.0
openstack%2Fpython-octaviaclient~649758,openstack/python-octaviaclient,Michael Johnson,0,0.0,0,0,0,0,0,0,0,0,0,0.02702702702702703,0.963963963963964,22.2,1.4219616599173082,5,4.718498871295094,0.0,57.30809210526317,10.612280701754386,0,0,0,0,0,1,0,0,0,0,3.8,3,1,0.0,0,0.0,0.0,0.3333333333333333
openstack%2Fpython-octaviaclient~650091,openstack/python-octaviaclient,Michael Johnson,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.995049504950495,67.33333333333333,1.0400680236656377,3,5.313205979041787,0.0,55.150000000000006,10.600000000000001,0,0,0,0,0,1,0,0,0,0,3.6666666666666665,2,1,0.0,1,0.008928571428571432,0.0,0.25
openstack%2Fkolla-ansible~652157,openstack/kolla-ansible,Rafael Weingärtner,0,4.840365845127594,0,1,1,0,0,0,1,0,0,1.0,0.0,6.469387755102041,4.840365845127594,49,5.762051382780177,0.3943217665615142,38.04344202898551,16.536231884057973,0,0,1,0,1,0,0,0,0,0,5.040816326530612,2,1,0.0,0,0.0,0.0,0.0
openstack%2Fkolla~655620,openstack/kolla,MinSun,1,0.0,0,1,0,0,1,0,1,0,0,0.4074074074074074,0.5925925925925926,9.0,1.3800943362833298,3,3.332204510175204,0.1111111111111111,46.636458333333366,14.891666666666666,1,0,0,0,1,0,0,0,0,0,3.3333333333333335,3,1,0.0,0,0.0,0.0,0.0
openstack%2Foctavia~656811,openstack/octavia,Adam Harwell,0,0.0,0,0,0,0,0,0,0,1,0,0.3643031784841076,0.6308068459657702,37.18181818181818,2.3598703539744665,11,6.016157159698354,0.05134474327628362,32.30985714285717,13.765714285714285,0,0,1,1,1,0,0,0,0,0,3.4545454545454546,5,1,0.0,0,0.0,0.2,0.5
openstack%2Fpython-octaviaclient~659165,openstack/python-octaviaclient,Michael Johnson,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.9923076923076923,43.333333333333336,1.0552720376718456,3,4.875197323201151,0.0,59.68214285714288,9.885714285714286,0,0,0,0,0,1,0,0,0,0,3.6666666666666665,2,1,0.0,2,0.006369426751592358,0.0,0.2
openstack%2Foctavia~659626,openstack/octavia,Carlos Goncalves,0,0.0,0,0,0,0,1,0,0,0,0,0.16958041958041958,0.8129370629370629,15.052631578947368,4.399385697403075,38,6.35088571671474,0.12937062937062938,68.92257731958766,10.491310751104567,0,0,1,0,1,1,0,0,0,0,4.7894736842105265,5,1,0.0,0,0.0,0.16666666666666666,0.0
openstack%2Foctavia~660239,openstack/octavia,Gregory Thiemonge,0,0.0,0,0,0,0,1,0,0,0,0,0.02203116603976357,0.9505642127888232,41.355555555555554,5.223116843714446,90,8.222285073872717,0.1955937667920473,57.18000000000001,11.133333333333335,0,0,1,0,1,1,0,0,0,0,5.711111111111111,7,1,0.0,0,0.0,0.14285714285714285,0.25
openstack%2Foctavia~661308,openstack/octavia,Gregory Thiemonge,1,0.0,0,0,0,0,1,0,0,0,0,0.07142857142857142,0.9285714285714286,18.666666666666668,1.9239920483112303,6,4.727387818712341,0.07142857142857142,35.55000000000001,11.377777777777778,0,0,0,0,1,0,0,0,0,0,5.5,3,1,0.0,1,0.0002686005909213,0.125,0.0
openstack%2Foctavia~661309,openstack/octavia,Gregory Thiemonge,1,0.0,0,0,0,0,0,0,0,0,0,0.09523809523809523,0.9047619047619048,36.75,1.389266160334399,4,4.997212273764115,0.1292517006802721,62.17150000000001,9.8,0,0,0,0,1,0,0,0,0,0,5.25,3,1,0.5,2,0.0005215123859191655,0.2222222222222222,0.3333333333333333
openstack%2Foctavia~661737,openstack/octavia,Nir Magnezi,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,46.0,0.0,1,3.8501476017100584,0.5,23.59026923076928,15.278290598290596,0,0,0,0,0,0,0,0,0,0,2.0,1,1,0.0,0,0.0,0.3,0.0
openstack%2Fpython-octaviaclient~662088,openstack/python-octaviaclient,Michael Johnson,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.9923076923076923,43.333333333333336,1.0573377526680734,3,4.875197323201151,0.0,58.17142857142858,9.171428571428573,0,0,0,0,0,1,0,0,0,0,3.6666666666666665,2,1,0.0,3,0.006756756756756759,0.0,0.16666666666666666
openstack%2Fpython-octaviaclient~662246,openstack/python-octaviaclient,Michael Johnson,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.9929577464788732,47.333333333333336,1.053396016187921,3,4.962844630259907,0.014084507042253521,50.61785714285716,11.314285714285715,0,0,0,0,0,1,0,0,0,0,3.6666666666666665,2,1,0.0,4,0.006968641114982581,0.0,0.14285714285714285
openstack%2Foctavia~662344,openstack/octavia,Michael Johnson,1,0.0,0,0,0,1,0,0,0,0,0,0.10909090909090909,0.8909090909090909,13.75,1.563907467081945,4,4.02535169073515,0.14545454545454545,49.87119565217395,10.686956521739132,0,0,0,0,1,1,0,0,0,0,4.25,2,0,0.0,5,0.006983240223463689,0.2727272727272727,0.2
openstack%2Fpython-octaviaclient~662348,openstack/python-octaviaclient,Michael Johnson,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.9885057471264368,29.0,1.054223978220911,3,4.477336814478207,0.0,64.09191037735852,8.318867924528304,0,0,0,0,0,1,0,0,0,0,3.6666666666666665,2,1,0.16666666666666666,6,0.007782101167315178,0.0,0.125
openstack%2Fpython-octaviaclient~662518,openstack/python-octaviaclient,Michael Johnson,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.9903846153846154,34.666666666666664,1.0572061887926831,3,4.653960350157523,0.0,56.66071428571428,10.600000000000001,0,0,0,0,0,1,0,0,0,0,3.6666666666666665,2,1,0.14285714285714285,7,0.008158508158508162,0.0,0.1111111111111111
openstack%2Fpython-octaviaclient~662540,openstack/python-octaviaclient,Michael Johnson,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.9900990099009901,33.666666666666664,1.0630810512796003,3,4.624972813284271,0.0,64.21428571428572,8.457142857142857,0,0,0,0,0,1,0,0,0,0,3.6666666666666665,2,1,0.125,8,0.008316008316008318,0.0,0.1
openstack%2Foctavia~662569,openstack/octavia,Michael Johnson,1,0.0,0,0,0,1,0,0,0,0,0,0.0,1.0,6.333333333333333,1.2674438038072338,3,2.995732273553991,0.0,53.72043859649125,10.329824561403509,0,0,0,0,0,1,0,0,0,0,4.666666666666667,1,1,0.1111111111111111,9,0.008466603951081845,0.3333333333333333,0.0
openstack%2Fpython-octaviaclient~662588,openstack/python-octaviaclient,Michael Johnson,0,0.0,0,0,0,0,0,0,0,0,0,0.046511627906976744,0.9457364341085271,32.25,1.2754711700833008,4,4.867534450455582,0.0,46.52386363636364,10.236363636363638,0,0,0,0,1,1,0,0,0,0,3.5,3,1,0.2,10,0.00924214417744917,0.0,0.09090909090909091
openstack%2Foctavia~662791,openstack/octavia,Ann Taraday,0,0.0,0,0,0,0,0,0,1,0,0,0.0,1.0,12.3,2.8118575658209966,10,4.820281565605037,0.3008130081300813,44.82306896551725,8.088275862068967,0,0,0,0,0,1,0,0,0,0,5.3,1,1,0.0,1,0.0005313496280552604,0.38461538461538464,0.3333333333333333
openstack%2Foctavia~663277,openstack/octavia,Sven Wegener,1,0.0,0,0,0,0,1,0,0,0,0,0.0,1.0,4.0,1.0,2,2.1972245773362196,0.0,51.625,12.266666666666667,0,0,0,0,0,1,0,0,0,0,6.0,1,1,0.0,0,0.0,0.35714285714285715,0.0
openstack%2Foctavia-lib~663434,openstack/octavia-lib,Michael Johnson,0,0.0,0,0,0,0,1,0,0,0,0,0.0,1.0,16.0,0.954434002924965,2,3.4965075614664802,0.1875,56.1296428571429,11.571428571428573,0,0,0,0,0,1,0,0,0,0,5.0,1,0,0.18181818181818182,11,0.009083402146985964,0.0,0.0
openstack%2Foctavia~663459,openstack/octavia,Michael Johnson,0,0.0,0,0,0,0,1,0,0,0,0,0.18309859154929578,0.7605633802816901,11.833333333333334,2.21386282004062,6,4.276666119016055,0.23943661971830985,49.91500000000002,13.866666666666669,0,0,0,1,0,1,0,0,0,0,3.8333333333333335,3,1,0.16666666666666666,12,0.009654062751407885,0.4,0.5
openstack%2Foctavia~663784,openstack/octavia,Michael Johnson,1,0.0,0,0,0,0,0,0,0,0,0,0.4,0.0,3.3333333333333335,1.5219280948873621,3,2.3978952727983707,0.5,64.21428571428572,9.885714285714286,0,0,0,0,1,0,0,0,0,0,5.0,2,0,0.15384615384615385,13,0.009893455098934552,0.375,0.0
openstack%2Foctavia~664123,openstack/octavia,Michael Johnson,0,0.0,0,0,0,0,0,0,0,0,0,0.18095238095238095,0.8,12.352941176470589,3.3762691396996525,17,5.351858133476067,0.21904761904761905,51.08090909090913,13.854545454545457,0,0,0,0,1,0,0,0,0,0,5.705882352941177,4,1,0.21428571428571427,14,0.01057401812688822,0.4117647058823529,0.2
openstack%2Foctavia~664499,openstack/octavia,tonybrad,0,0.0,0,0,0,0,1,1,0,1,0,0.7333333333333333,0.0,5.0,1.103307408607834,3,2.772588722239781,0.4666666666666667,29.90798076923076,12.105128205128207,0,0,0,1,1,0,0,0,0,0,1.0,2,1,0.0,0,0.0,0.3888888888888889,1.0
openstack%2Foctavia-lib~664510,openstack/octavia-lib,Adam Harwell,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,12.0,0.41381685030363374,2,3.2188758248682006,0.25,64.58722972972974,12.805405405405407,0,0,0,0,0,1,0,0,0,0,5.0,1,0,0.0,1,0.0024390243902439016,0.0,0.0
openstack%2Foctavia-lib~665027,openstack/octavia-lib,Michael Johnson,0,0.0,0,0,0,0,1,0,0,0,0,0.03353658536585366,0.9603658536585366,41.0,1.7144543246118245,8,5.796057750765372,0.024390243902439025,63.723750000000024,9.633333333333333,0,0,0,1,1,1,0,0,0,0,3.25,3,0,0.2,15,0.009778357235984357,0.0,0.25
openstack%2Foctavia~665433,openstack/octavia,Michael Johnson,1,0.0,0,0,0,1,0,0,0,1,0,0.8,0.2,2.5,0.7219280948873623,2,1.791759469228055,0.0,55.35452380952384,8.019047619047619,0,0,0,0,1,0,0,0,0,0,3.0,2,0,0.1875,16,0.008592910848549948,0.3684210526315789,0.0
openstack%2Foctavia~665470,openstack/octavia,Michael Johnson,0,0.0,0,0,0,1,0,0,0,0,0,0.0,1.0,10.666666666666666,1.3355841933727153,3,3.4965075614664802,0.25,58.4075,12.65,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0.23529411764705882,17,0.009105516871987147,0.4,0.2857142857142857
openstack%2Foctavia~665498,openstack/octavia,Michael Johnson,1,0.0,0,0,0,1,0,0,0,0,0,0.0,1.0,52.333333333333336,0.4391678890123969,3,5.062595033026967,0.03821656050955414,65.72500000000001,13.219047619047622,0,0,0,0,0,0,0,0,0,0,7.333333333333333,1,1,0.2222222222222222,18,0.009478672985781991,0.38095238095238093,0.0
openstack%2Foctavia~665769,openstack/octavia,Michael Johnson,0,1.0696403513047128,0,0,1,0,1,0,0,0,0,1.0,0.0,27.333333333333332,1.0696403513047128,3,4.418840607796598,0.35365853658536583,45.215,14.422222222222224,0,0,0,0,0,0,0,0,0,1,3.3333333333333335,1,1,0.2631578947368421,19,0.00924124513618677,0.4090909090909091,0.0
openstack%2Foctavia~665861,openstack/octavia,Michael Johnson,0,0.0,0,0,0,0,0,0,0,1,0,0.5,0.5,8.666666666666666,1.4978637260424628,3,3.295836866004329,0.15384615384615385,13.446260162601646,16.198373983739838,0,0,0,0,1,0,0,0,0,0,2.3333333333333335,3,0,0.25,20,0.009354536950420954,0.391304347826087,0.0
openstack%2Foctavia~665977,openstack/octavia,Ann Kamyshnikova,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,25.307692307692307,3.0002802463771254,13,5.799092654460526,0.49240121580547114,49.54272727272729,15.30909090909091,0,0,0,0,0,1,0,0,0,0,6.384615384615385,1,1,0.0,0,0.0,0.375,0.25
openstack%2Foctavia-lib~666724,openstack/octavia-lib,Michael Johnson,0,0.0,0,0,1,0,1,0,0,1,0,1.0,0.0,8.0,0.0,1,2.1972245773362196,0.0,59.63500000000003,16.0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,0.23809523809523808,21,0.009704251386321626,0.0,0.5
openstack%2Foctavia~667065,openstack/octavia,AjayKumar333,0,0.0,0,0,1,0,0,0,0,1,0,1.0,0.0,3.0,0.0,1,1.3862943611198906,0.6666666666666666,66.70778378378381,5.122162162162162,0,0,0,0,1,0,0,0,0,0,2.0,1,0,0.0,0,0.0,0.36,0.0
openstack%2Foctavia~667208,openstack/octavia,Michael Johnson,1,0.0,0,0,0,0,1,0,0,1,0,0.0,0.0,2.0,0.0,1,1.0986122886681098,0.0,56.235377906976765,10.811627906976746,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0.22727272727272727,22,0.010128913443830571,0.34615384615384615,0.0
openstack%2Foctavia~667249,openstack/octavia,Michael Johnson,0,0.0,0,0,0,0,0,0,0,1,0,0.43478260869565216,0.4251207729468599,17.25,3.122387988684811,12,5.337538079701318,0.2222222222222222,37.900000000000034,14.711111111111112,0,0,0,1,1,0,0,0,0,0,2.8333333333333335,4,1,0.2608695652173913,23,0.010579576816927323,0.37037037037037035,1.0
openstack%2Foctavia~667484,openstack/octavia,Adam Harwell,0,0.0,0,0,0,0,1,0,0,0,0,0.08053691275167785,0.8657718120805369,21.285714285714285,1.8778256422879789,7,5.0106352940962555,0.1476510067114094,39.712500000000034,14.600000000000001,0,0,0,0,1,1,0,0,0,0,4.142857142857143,3,0,0.0,2,0.004608294930875574,0.35714285714285715,0.0
openstack%2Foctavia~668032,openstack/octavia,Chuck Wilson,1,0.0,0,0,0,0,0,0,0,0,0,0.18518518518518517,0.8148148148148148,9.0,1.2486545206672304,3,3.332204510175204,0.037037037037037035,65.16823529411766,11.505882352941178,0,0,0,0,1,0,0,0,0,0,4.333333333333333,2,1,0.0,0,0.0,0.3448275862068966,0.0
openstack%2Foctavia~668068,openstack/octavia,Michael Johnson,1,0.0,0,0,0,1,0,0,0,0,0,0.11611173814898419,0.8838882618510158,87.50617283950618,4.757507489797739,81,8.866299565855018,0.42127539503386,28.778241379310373,14.295172413793104,0,0,0,0,1,1,0,0,0,0,6.283950617283951,4,1,0.25,24,0.01007979840403192,0.36666666666666664,1.0
openstack%2Foctavia~668173,openstack/octavia,Ann Kamyshnikova,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,27.153846153846153,3.007730806683393,13,5.869296913133774,0.5014164305949008,72.61545454545457,11.672727272727274,0,0,0,0,0,1,0,0,0,0,6.384615384615385,1,1,0.0,1,0.0030303030303030307,0.3870967741935484,0.5
openstack%2Foctavia~668175,openstack/octavia,Gregory Thiemonge,0,0.0,0,0,0,0,1,0,0,0,0,0.042735042735042736,0.9572649572649573,16.714285714285715,2.326983308204975,7,4.770684624465665,0.03418803418803419,33.04476190476191,14.952380952380953,0,0,1,0,1,1,0,0,0,0,4.142857142857143,2,1,0.6666666666666666,3,0.0007533902561526869,0.375,1.0
openstack%2Foctavia~668216,openstack/octavia,Michael Johnson,1,0.0,0,0,0,1,0,0,0,0,0,0.225,0.0,8.0,1.8276962753526185,5,3.713572066704308,0.425,48.40282894736845,12.717543859649124,0,0,0,0,1,0,0,0,0,0,5.0,2,0,0.28,25,0.002640194318301827,0.36363636363636365,1.0
openstack%2Foctavia-dashboard~668260,openstack/octavia-dashboard,Michael Johnson,0,0.0,0,0,1,0,1,1,0,1,0,1.0,0.0,6.0,0.0,1,1.9459101490553132,0.5,18.87708333333336,14.266666666666666,0,0,0,0,1,0,0,0,0,0,1.0,1,1,0.3076923076923077,26,0.0027342517614891157,0.0,0.25
openstack%2Foctavia~668617,openstack/octavia,Gregory Thiemonge,1,0.0,0,0,0,1,0,0,1,0,0,0.022653721682847898,0.9773462783171522,61.8,1.7811056785087054,5,5.736572297479192,0.006472491909385114,46.58309523809524,15.619047619047619,0,0,0,0,1,1,0,0,0,0,6.2,2,1,0.5,4,0.000975847767748231,0.38235294117647056,0.0
openstack%2Foctavia~669359,openstack/octavia,Paul Peereboom,1,0.0,0,0,1,1,0,0,0,0,0,1.0,0.0,2.0,0.0,1,1.0986122886681098,0.5,39.55500000000001,11.466666666666669,0,0,0,0,1,0,0,0,0,0,2.0,1,1,0.0,0,0.0,0.4,0.0
openstack%2Foctavia~670342,openstack/octavia,Michael Johnson,1,0.0,0,0,0,0,1,0,0,0,0,0.0,1.0,5.0,0.9709505944546686,2,2.3978952727983707,0.1,52.21017441860468,12.32093023255814,0,0,0,0,0,1,0,0,0,0,4.0,1,0,0.2962962962962963,27,0.002837624802942722,0.4166666666666667,0.0
openstack%2Foctavia~670735,openstack/octavia,Nir Magnezi,1,0.0,0,0,0,0,0,0,0,0,0,0.17142857142857143,0.8285714285714286,11.666666666666666,1.2703837312888187,3,3.58351893845611,0.05714285714285714,25.964875000000035,14.495,1,0,0,0,1,0,0,0,0,0,4.0,2,1,0.0,1,0.021276595744680854,0.43243243243243246,0.0
openstack%2Foctavia~670760,openstack/octavia,Frode Nordahl,1,0.0,0,0,1,0,1,0,0,0,0,1.0,0.0,1.0,0.0,1,0.6931471805599453,0.0,45.80302631578948,14.326315789473682,0,0,0,0,1,0,0,0,0,0,3.0,1,1,0.0,0,0.0,0.4473684210526316,0.0
openstack%2Foctavia-dashboard~672319,openstack/octavia-dashboard,Gregory Thiemonge,0,0.0,0,0,0,0,1,0,0,0,0,0.10869565217391304,0.6304347826086957,6.571428571428571,2.61151439588748,7,3.8501476017100584,0.2391304347826087,19.02800000000002,21.200000000000003,0,0,0,0,1,1,0,0,0,0,7.0,3,0,0.6,5,0.0011343012704174227,0.0,0.0
openstack%2Fpython-octaviaclient~672416,openstack/python-octaviaclient,Maciej Józefczyk,0,0.0,0,0,0,0,1,0,0,0,0,0.5714285714285714,0.42857142857142855,3.5,0.9852281360342515,2,2.0794415416798357,0.14285714285714285,43.55833333333334,10.666666666666668,0,0,0,0,1,1,0,0,0,0,3.5,2,1,0.0,0,0.0,0.0,0.0
openstack%2Foctavia~672463,openstack/octavia,Maciej Józefczyk,0,0.0,0,0,0,0,1,0,0,0,0,0.2743362831858407,0.6637168141592921,14.125,1.9974062791881517,8,4.736198448394496,0.07079646017699115,45.31458333333336,13.016666666666666,0,0,1,0,1,1,0,0,0,0,4.25,5,1,0.0,1,0.12500000000000003,0.46153846153846156,0.0
openstack%2Foctavia-lib~672879,openstack/octavia-lib,pengyuesheng,0,0.0,0,0,0,0,0,1,0,0,0,0.0,0.9411764705882353,11.333333333333334,1.1294849000064537,3,3.5553480614894135,0.8823529411764706,25.990000000000038,14.866666666666669,0,0,0,1,1,0,0,0,0,0,2.6666666666666665,2,1,0.0,0,0.0,0.0,0.0
openstack%2Foctavia~673154,openstack/octavia,Michael Johnson,1,0.0,0,0,0,1,0,0,0,0,0,0.0,1.0,13.0,0.8904916402194913,2,3.295836866004329,0.0,43.449735915492994,14.423943661971832,0,0,0,0,0,0,0,0,0,0,4.0,1,1,0.32142857142857145,28,0.0029396325459317583,0.45,0.2857142857142857
openstack%2Foctavia~673155,openstack/octavia,Michael Johnson,1,0.0,0,0,0,1,0,0,0,0,0,0.025,0.975,48.0,1.3388846588402497,5,5.484796933490655,0.2791666666666667,40.41821428571433,16.142857142857146,0,0,0,0,1,1,0,0,0,0,5.0,2,1,0.3448275862068966,29,0.0030363312742121245,0.4634146341463415,0.0
openstack%2Foctavia~673337,openstack/octavia,Michael Johnson,1,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,64.66666666666667,1.3826307873323127,3,5.272999558563747,0.5,47.79000000000002,16.0,0,0,0,0,0,0,0,0,0,0,7.333333333333333,1,1,0.36666666666666664,30,0.0030640384026146463,0.47619047619047616,0.6666666666666666
openstack%2Foctavia~673344,openstack/octavia,root,0,0.0,0,0,1,0,0,0,0,0,0,1.0,0.0,2.0,0.0,1,1.0986122886681098,0.5,16.087769230769254,9.772307692307692,0,0,0,0,0,1,0,0,0,0,5.0,1,1,0.0,0,0.0,0.4883720930232558,0.0
openstack%2Foctavia~673687,openstack/octavia,Michael Johnson,0,0.0,0,0,0,1,1,0,0,0,0,0.0,0.42857142857142855,4.666666666666667,1.5566567074628228,3,2.70805020110221,0.35714285714285715,53.120000000000005,13.9,0,0,0,1,0,1,0,0,0,0,2.6666666666666665,2,1,0.3870967741935484,31,0.003104656985478217,0.4772727272727273,0.16666666666666666
openstack%2Foctavia~673712,openstack/octavia,Michael Johnson,0,0.0,0,0,0,0,0,0,0,0,1,0.0,1.0,216.25,1.0550739354581016,4,6.763884908562435,0.4682080924855491,41.06107843137258,11.5921568627451,0,0,0,0,0,1,0,0,0,0,5.0,1,1,0.375,32,0.0032003200320032004,0.4666666666666667,0.3333333333333333
openstack%2Foctavia~674140,openstack/octavia,Michael Johnson,0,0.0,0,0,0,0,1,0,0,0,0,0.22972972972972974,0.7612612612612613,34.15384615384615,2.657172161877694,13,6.09807428216624,0.09684684684684684,43.963076923076954,14.430769230769233,0,0,0,1,1,1,0,0,0,0,3.6153846153846154,7,1,0.36363636363636365,33,0.003037555228276878,0.45652173913043476,0.16666666666666666
openstack%2Foctavia~674229,openstack/octavia,Gregory Thiemonge,1,0.0,0,0,0,1,0,0,0,0,0,0.0,1.0,42.5,0.3227569588973982,2,4.454347296253507,0.011764705882352941,34.638217213114785,16.591803278688527,0,0,0,0,0,0,0,0,0,0,6.0,1,0,0.5,6,0.0013471037269869777,0.44680851063829785,0.5
openstack%2Foctavia~674798,openstack/octavia,Gregory Thiemonge,1,0.0,0,0,0,0,1,0,0,0,0,0.0,1.0,45.0,1.0,2,4.51085950651685,0.0,60.15920731707318,13.078048780487805,0,0,0,0,0,1,0,0,0,0,7.0,1,0,0.5714285714285714,7,0.0015421899096717336,0.4583333333333333,1.0
openstack%2Fpython-octaviaclient~675331,openstack/python-octaviaclient,Andrey Kurilin,1,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,36.0,0.0,1,3.6109179126442243,0.19444444444444445,39.73333333333335,14.777304964539008,0,0,0,0,0,1,0,0,0,0,4.0,1,1,0.0,0,0.0,0.0,0.0
openstack%2Foctavia~675399,openstack/octavia,Michael Johnson,1,0.0,0,0,0,0,0,0,1,0,0,0.0,1.0,15.0,0.0,1,2.772588722239781,0.0,56.25000000000003,11.333333333333336,0,0,0,0,0,0,0,0,0,0,2.0,1,0,0.35294117647058826,34,0.0030067209055535905,0.46938775510204084,0.3333333333333333
openstack%2Foctavia-lib~675679,openstack/octavia-lib,Michael Johnson,0,0.0,0,0,0,0,0,0,0,1,1,0.8734177215189873,0.10126582278481013,5.266666666666667,3.499488901295137,15,4.382026634673881,0.3291139240506329,44.35380434782613,13.295652173913044,0,0,0,1,1,1,0,0,0,0,3.2,4,0,0.37142857142857144,35,0.0030910536077011393,0.0,0.2
openstack%2Foctavia~675717,openstack/octavia,Michael Johnson,1,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,0.0,1,1.3862943611198906,0.0,26.175072463768117,9.153623188405797,0,0,0,0,0,0,0,0,0,0,3.0,1,0,0.3611111111111111,36,0.003157340817400456,0.48,0.0
openstack%2Fkolla~676185,openstack/kolla,Isaac Prior,1,0.8112781244591328,0,1,1,0,0,0,1,0,0,1.0,0.0,10.0,0.8112781244591328,2,3.044522437723423,0.0,30.947692307692336,14.430769230769233,0,0,0,0,1,0,0,0,0,0,3.5,2,1,0.0,0,0.0,1.0,0.0
